Title,URL,Genre,Release Date,Plot,Box Office (Cr.),director,actors,writers,duration,rating,Box_office_adjusted
Mere Desh Ki Dharti,https://www.imdb.com/title/tt12484724/,Comedy+Drama,2022-05-06,A humorous yet inspirational take on the lives and journey of young engineers Ajay and his friend Sameer from being abject urban failures to icons of rural India.,0.5,Faraz Haider,Divyendu Sharma+Anupriya Goenka+Anant Vidhaat,Shrikant Bhasi+Neel Chakraborty+Faraz Haider,PT1H51M,6.8,0.556476132563089
Thar,https://www.imdb.com/title/tt14479746/,Action+Crime+Drama,2022-05-06,A mysterious stranger arrives in a village situated in the Thar desert and crosses paths with a veteran cop investigating a case of brutal killings.,,Raj Singh Chaudhary,Anil Kapoor+Harshvardhan Kapoor+Fatima Sana Shaikh,,PT1H48M,6.1,
Jayeshbhai Jordaar,https://www.imdb.com/title/tt10393870/,Comedy+Drama,2022-05-13,A timid Jayesh must defy his patriarchal family as he flees with his wife to save their unborn daughter from foeticide.,15.59,Divyang Thakkar,Pratik Nanda+Ranveer Singh+Shalini Pandey,Anckur Chaudhry+Divyang Thakkar,PT2H1M,6.0,17.350925813317115
Dhaakad,https://www.imdb.com/title/tt10598156/,Action+Thriller,2022-05-20,"Agent Agni, a highly trained and deadly field agent is entrusted with the mission to gather Intel and eliminate Rudraveer, an international human and arms trafficker who has been off the radar for ten years.",2.58,Razneesh Ghai,Kangana Ranaut+Divya Dutta+Arjun Rampal,,PT2H15M,3.8,2.8714168440255396
Bhool Bhulaiyaa 2,https://www.imdb.com/title/tt6455162/,Comedy+Horror,2022-05-20,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit that has been trapped for 18 years.",185.92,Anees Bazmee,Tabu+Kartik Aaryan+Kiara Advani,,PT2H23M,5.7,206.920085132259
Anek,https://www.imdb.com/title/tt13919802/,Action+Drama+Sport,2022-05-27,"A socio political, action thriller set against the geopolitical backdrop of Northeast India.",8.15,Anubhav Sinha,Ayushmann Khurrana+Andrea Kevichüsa+Manoj Pahwa,,PT2H27M,6.4,9.070560960778352
Major,https://www.imdb.com/title/tt9851854/,Action+Biography+Drama,2022-06-03,"Based on the life of Major Sandeep Unnikrishnan, who fought during the November 2008 Mumbai attacks.",12.71,Sashi Kiran Tikka,Sobhita Dhulipala+Prakash Raj+Murli Sharma,,PT2H30M,8.1,14.145623289753724
Samrat Prithviraj,https://www.imdb.com/title/tt9637132/,Action+Drama+History,2022-06-03,A magnum opus recounting the glorious tale of one of India's bravest emperors- Samrat Prithviraj Chauhan. Inspired from the epic poem Prithviraj Raaso and other folklores.,68.05,Chandra Prakash Dwivedi,Akshay Kumar+Sanjay Dutt+Ashutosh Rana,Chandra Prakash Dwivedi,PT2H15M,5.6,75.73640164183641
Janhit Mein Jaari,https://www.imdb.com/title/tt13534808/,Comedy+Drama+Romance,2022-06-10,"The story of a young girl, a crusader who takes up a challenging job selling condoms in a small town in MP, India.",4.11,Jai Basantu Singh,Nushrratt Bharuccha+Anud Singh Dhaka+Paritosh Tripathi,,PT2H26M,6.8,4.574233809668592
Nikamma,https://www.imdb.com/title/tt10687220/,Action+Comedy+Drama,2022-06-17,A lazy slacker struggles to get along with his diligent sister-in-law - until they must step up and fight together against a common enemy.,1.77,Sabbir Khan,Abhimanyu Dasani+Shilpa Shetty Kundra+Shirley Setia,,PT2H32M,2.8,1.9699255092733352
Forensic,https://www.imdb.com/title/tt15121860/,Crime+Thriller,2022-06-24,A female police officer in the small hill town of Mussorie and a forensic expert are together on the trail of a serial killer.,,Vishal Furia,Radhika Apte+Vikrant Massey+Ananth Mahadevan,,PT2H14M,6.3,
Sherdil,https://www.imdb.com/title/tt15964308/,Comedy+Drama,2022-06-24,"Inspired by the real events that took place in the Pilibhit Tiger Reserve where people used to leave their elderly family members for tigers to prey on, and then claim compensation from the administration.",,Srijit Mukherji,Sayani Gupta+Pankaj Tripathi+Neeraj Kabi,,PT2H,6.6,
Jug Jugg Jeeyo,https://www.imdb.com/title/tt13449624/,Comedy+Drama+Family,2022-06-24,Two couples from different generations confront their issues after marriage.,,Raj Mehta,Varun Dhawan+Anil Kapoor+Kiara Advani,Sumit Batheja+Rishabh Sharma+Anurag Singh,PT2H28M,6.1,
Rocketry: The Nambi Effect,https://www.imdb.com/title/tt9263550/,Biography+Drama,2022-07-01,"The story of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994.",,Madhavan,Madhavan+Simran+Rajit Kapoor,,PT2H37M,8.6,
Khuda Haafiz: Chapter 2 - Agni Pariksha,https://www.imdb.com/title/tt13022984/,Action+Crime+Drama,2022-07-08,"Sameer and Nargis, after overcoming all odds, find a ray of sunshine when little Nandini enters their lives and their family is complete; But their happiness is short-lived. In a bizarre twist of fate, Nandini goes missing.",,Faruk Kabir,Vidyut Jammwal+Shivaleeka Oberoi+Dibyendu Bhattacharya,,PT2H24M,7.4,
Hit: The First Case,https://www.imdb.com/title/tt13130760/,Crime+Drama+Mystery,2022-07-15,"Vikram is a 32-year-old cop. While he is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost.",9.29,Sailesh Kolanu,Rajkummar Rao+Sanya Malhotra+Akhil Iyer,,PT2H12M,6.8,10.339326543022194
Jaadugar,https://www.imdb.com/title/tt13793230/,Comedy+Drama+Fantasy,2022-07-15,"Magic Meenu, a small-time magician in Neemuch, M.P., has to win a local football tournament in order to marry the girl he loves.",,Sameer Saxena,Jitendra Kumar+Arushi Sharma+Jaaved Jaaferi,,PT2H47M,6.8,
Shabaash Mithu,https://www.imdb.com/title/tt6265050/,Biography+Drama+Sport,2022-07-15,"A biopic based on the life and struggles of Mithali Raj, Indian Cricketer, and captain of the Indian National Cricket team.",2.23,Srijit Mukherji,Taapsee Pannu+Vijay Raaz+Inayat Verma,,PT2H36M,5.6,2.4818835512313773
Shamshera,https://www.imdb.com/title/tt8426926/,Action+Adventure+Drama,2022-07-22,"Shamshera (Ranbir Kapoor), leader of an imprisoned tribe, failed to escape for their freedom. Years later his son Balli realizes his father's legacy.",42.48,Karan Malhotra,Ranbir Kapoor+Sanjay Dutt+Vaani Kapoor,Khila Bisht+Karan Malhotra+Piyush Mishra,PT2H58M,4.7,47.27821222256004
Good Luck Jerry,https://www.imdb.com/title/tt13825336/,Comedy+Crime+Drama,2022-07-29,"The film is the official remake of Tamil movie Kolamaavu Kokila, which tells the story of an innocent girl who gets pulled into the notorious world of cocaine smuggling.",,Siddharth Sen,Janhvi Kapoor+Jaswant Dalal+Deepak Dobriyal,,PT2H28M,5.5,
Ek Villain Returns,https://www.imdb.com/title/tt11947158/,Action+Drama+Thriller,2022-07-29,The story of two men in one sided love. The paths they choose to fulfill their love stories decide who the Hero is and who is the Villain.,41.69,Mohit Suri,John Abraham+Disha Patani+Arjun Kapoor,,PT2H9M,4.4,46.39897993311036
Darlings,https://www.imdb.com/title/tt14152140/,Comedy+Drama+Thriller,2022-08-05,It follows the lives of two women as they find courage and love in exceptional circumstances.,,Jasmeet K Reen,Alia Bhatt+Shefali Shah+Vijay Varma,,PT2H13M,6.6,
Raksha Bandhan,https://www.imdb.com/title/tt12834962/,Comedy+Drama+Family,2022-08-11,"Lala Kedarnath promises his dying mother to marry his 4 sisters well. Owner of family chat shop, he has trouble finding suitors. His sisters take priority over childhood romance with Sapna.",,Aanand L. Rai,Akshay Kumar+Sadia Khateeb+Bhumi Pednekar,,PT1H48M,5.4,
Laal Singh Chaddha,https://www.imdb.com/title/tt10028196/,Action+Drama+Thriller,2022-08-11,"The story of Laal Singh Chaddha, a simple man whose extraordinary journey will fill you with love, warmth and happiness.",58.73,Advait Chandan,Aamir Khan+Ahmad Ibn Umar+Kareena Kapoor,,PT2H39M,5.6,65.36368653086043
Iftikhar,https://www.imdb.com/title/tt13892722/,Drama,2022-08-15,Based on the life of real life hero Major Mohit Sharma who eliminates terrorists during a counter insurgency operation in Kupwara. He sacrificed his life and was awarded the Ashoka Chakra for gallantry.,,,,,,9.4,
Dobaaraa,https://www.imdb.com/title/tt14042066/,Drama+Fantasy+Mystery,2022-08-19,"A woman gets an opportunity to save the life of a 12-year old boy who witnessed a death during a thunderstorm which happened 25 years ago, by getting connected through the television set during a similar storm in the present.",,Anurag Kashyap,Taapsee Pannu+Pavail Gulati+Nassar,,PT2H12M,4.9,
Liger,https://www.imdb.com/title/tt4435072/,Action+Drama+Romance,2022-08-25,"A story about martial arts, dreams and star crossed lovers. Liger is an MMA fighter who trains hard and rises up the ranks with one goal in mind, to fight like his idol, world renowned MMA fighter Mark Anderson and get noticed by him.",20.05,Puri Jagannadh,Vijay Deverakonda+Ananya Panday+Ramya Krishnan,,PT2H20M,2.6,22.314692915779872
Brahmastra Part One: Shiva,https://www.imdb.com/title/tt6277462/,Action+Drama+Thriller,2022-09-09,"A DJ with superpowers and his ladylove embark on a mission to protect the Brahmastra, a weapon of enormous energy, from dark forces closing in on them.",,Ayan Mukerji,Amitabh Bachchan+Ranbir Kapoor+Alia Bhatt,,PT2H47M,5.6,
Jogi,https://www.imdb.com/title/tt21848358/,Drama+Thriller,2022-09-16,"Amid tension in 1980s India, three friends of different faiths unite in a noble yet dangerous effort to save hundreds in their town.",,Ali Abbas Zafar,Diljit Dosanjh+Kumud Mishra+Mohd. Zeeshan Ayyub,Sukhmani Sadana+Ali Abbas Zafar,PT1H56M,7.1,
Middle Class Love,https://www.imdb.com/title/tt21613328/,Comedy+Drama+Romance,2022-09-16,A young college boy is frustrated being in middle-class family setup and finds love the ideal way to get out of it.,0.5,Ratnaa Sinha,Prit Kamani+Eisha Singh+Kavya Thapar,,PT2H2M,6.0,0.556476132563089
Babli Bouncer,https://www.imdb.com/title/tt19838608/,Comedy+Drama,2022-09-23,"A one-of-a-kind story of a female bouncer, the film follows Babli Bouncer (Tamannaah Bhatia). It explores the various facets of the profession, which is usually dominated by men.",,Madhur Bhandarkar,Tamannaah Bhatia+Sahil Vaid+Karan Singh Chhabra,,PT1H58M,6.5,
Chup,https://www.imdb.com/title/tt15654262/,Drama+Horror+Mystery,2022-09-23,A lonesome florist with a new-found love interest and a psychopath killer who targets film critics in Mumbai. Are the two related? Inspector Arvind Mathur and Dr. Zenobia are about to find out.,9.75,R Balki,Dulquer Salmaan+Shreya Dhanwanthary+Sunny Deol,R Balki+Raja Sen+Rishi Virmani,PT2H15M,7.5,10.851284584980236
Dhokha,https://www.imdb.com/title/tt10644708/,Crime+Drama+Thriller,2022-09-23,"When a housewife with a personality disorder is taken hostage by a terrorist on the loose and a husband accused of cheating on his wife, have their own versions of reality, how do we know what the truth is?",,Kookie Gulati,Madhavan+Khushali Kumar+Aparshakti Khurana,,PT2H2M,6.2,
Vikram Vedha,https://www.imdb.com/title/tt13131350/,Action+Crime+Drama,2022-09-30,A tough police officer sets out to track down and kill an equally tough gangster.,,Gayatri,Saif Ali Khan+Hrithik Roshan+Radhika Apte,,PT2H40M,7.1,
Maja Ma,https://www.imdb.com/title/tt19864958/,Comedy+Drama,2022-10-06,"A rumor about Pallavi Patel, a quintessential, middle aged, devoted housewife who is famous for her dance and cooking, threatens to disrupt her middle-class family's ethos, on the eve of her son Tejas' engagement with a rich, NRI girl.",,Anand Tiwari,Madhuri Dixit+Ritwik Bhowmik+Barkha Singh,Sumit Batheja,PT2H14M,6.2,
Goodbye,https://www.imdb.com/title/tt14438964/,Comedy+Drama+Family,2022-10-07,A heartwarming story of the Bhalla family that depicts their journey of grief and self-discovery after they suffer the loss of their loved one.,6.38,Vikas Bahl,Amitabh Bachchan+Neena Gupta+Rashmika Mandanna,,PT2H10M,6.7,7.100635451505016
Code Name: Tiranga,https://www.imdb.com/title/tt22099068/,Action+Thriller,2022-10-14,The story of a spy on an unfaltering and fearless mission for her nation in a race against time where sacrifice is her only choice.,0.7,Ribhu Dasgupta,Parineeti Chopra+Harrdy Sandhu+Sharad Kelkar,,PT2H17M,3.3,0.7790665855883246
Doctor G,https://www.imdb.com/title/tt9054970/,Comedy+Drama,2022-10-14,"Uday Gupta finds himself as the lone male resident in the Gynaecology department. His reluctance leads to chaos, confusion, comedy and eventually, great camaraderie with his fellow classmates.",26.45,Anubhuti Kashyap,Ayushmann Khurrana+Rakul Preet Singh+Shefali Shah,,PT2H4M,6.6,29.43758741258741
Thank God,https://www.imdb.com/title/tt13795296/,Comedy,2022-10-25,"An egoistic real estate broker in huge debts, meets with an accident.God appears in front of him and informs him that he will have to play a ""GAME OF LIFE"". If he win, he will be sent back to earth and if not, he will be sent to hell.",34.89,Indra Kumar,Sidharth Malhotra+Ajay Devgn+Rakul Preet Singh,,PT2H1M,5.6,38.830904530252354
Ram Setu,https://www.imdb.com/title/tt11783766/,Action+Adventure+Thriller,2022-10-25,An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India's heritage.,71.87,Abhishek Sharma,Akshay Kumar+Jacqueline Fernandez+Nushrratt Bharuccha,,PT2H20M,5.3,79.98787929461842
Tara vs Bilal,https://www.imdb.com/title/tt14398454/,Comedy+Drama+Romance,2022-10-28,"Set in London, a romantic comedy where the leading character enter a fake marriage and later fall in love.",0.02,Samar Iqbal,Sonia Rathee+Harshvardhan Rane+Shammi Aulakh,,PT2H6M,5.9,0.022259045302523563
Goa Trip,https://www.imdb.com/title/tt23118740/,Drama,2022-10-28,"Best friends Ankit, Rakesh and Neeraj plan a trip to Goa after Ankit's breakup. However, when Rakesh and Neeraj spend a night with two girls in Goa, a stranger shoots obscene videos of them and blackmails them which turns their trip miserable.",,Pujit Harshida Zakhariya,Ankit Bathla+Rani Chatterjee+Ankita Dave,Virendra Kushwaha,PT1H25M,5.5,
Tadka,https://www.imdb.com/title/tt5705876/,Comedy+Drama+Romance,2022-11-04,"A middle-aged Tukaram is passionate about food and archaeology but a misplaced call from Madhura that adds the tadka to his life. While love simmers, Nicole and Sidharth's story spices up too.",,Prakash Raj,Nana Patekar+Shriya Saran+Ali Fazal,,PT1H55M,6.7,
Mili,https://www.imdb.com/title/tt15257644/,Drama+Thriller,2022-11-04,Janhvi Kapoor as a woman stuck in a freezer fighting to stay alive. 'Mili' is the official Hindi remake of the Malayalam thriller 'Helen'.,,Mathukutty Xavier,Janhvi Kapoor+Manoj Pahwa+Sunny Kaushal,,PT2H7M,6.7,
Phone Bhoot,https://www.imdb.com/title/tt12740760/,Comedy+Horror,2022-11-04,"A ghost reaches out to two bumbling ghostbusters for a business idea. However, their plans go downhill as the eerie ghost reveals her plan.",,Gurmmeet Singh,Katrina Kaif+Ishaan Khatter+Siddhant Chaturvedi,Jasvinder Bath+Ravi Shankaran,PT2H16M,5.2,
Double XL,https://www.imdb.com/title/tt15614274/,Comedy+Drama,2022-11-04,The journey of two plus-size women Rajshree Trivedi from Meerut and Saira Khanna from New Delhi as they navigate society's beauty standards.,0.6,Satram Ramani,Sonakshi Sinha+Huma Qureshi+Zaheer Iqbal,,PT2H8M,4.6,0.6677713590757068
Uunchai,https://www.imdb.com/title/tt15309708/,Drama,2022-11-11,"Three friends take a trek to the Everest Base Camp. A simple trek turns out to be a personal, emotional and spiritual journey as they battle their physical limitations and discover the true meaning of freedom.",34.2,Sooraj R. Barjatya,Amitabh Bachchan+Anupam Kher+Boman Irani,,PT2H53M,7.0,38.062967467315296
"Monica, O My Darling",https://www.imdb.com/title/tt15128068/,Action+Drama+Thriller,2022-11-11,"A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing not even death , is what it seems to be.",,Vasan Bala,Rajkummar Rao+Huma Qureshi+Sikandar Kher,Vasan Bala+Yogesh Chandekar+Keigo Higashino,PT2H9M,7.4,
Mister Mummy,https://www.imdb.com/title/tt17736704/,Comedy+Drama,2022-11-18,A couple with opposing choices when it comes to children but destiny has something else planned for the childhood sweethearts.,0.1,Shaad Ali,Riteish Deshmukh+Genelia Deshmukh+Mahesh Manjrekar,,PT1H37M,2.2,0.1112952265126178
Drishyam 2,https://www.imdb.com/title/tt15501640/,Action+Drama+Thriller,2022-11-18,A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?,240.54,Abhishek Pathak,Ajay Devgn+Akshaye Khanna+Tabu,,PT2H20M,8.2,267.70953785345085
Amar Colony,https://www.imdb.com/title/tt22889100/,Drama,2022-11-24,"A crippled widow demands respect for her beloved pigeon. Caught in a maze of loneliness, a pregnant woman finds escape in a tomato. When paranoia strikes, a religious devotee of Lord Hanuman battles it with a mace.",,Siddharth Chauhan,Sangeeta Agrawal+Nimisha Nair+Usha Chauhan,,PT1H15M,7.2,
